Flow Size (Bytes), FCT (ns) Flow 1, Standalone FCT (ns) Flow 1, FCT (ns) Flow 2, Standalone FCT (ns) Flow 2, FCT (ns) Flow 3, Standalone FCT (ns) Flow 3
37836800, 35235485, 12693592, 50708169, 17587165, 50549367, 17587165
37882880, 35279730, 12709044, 50714420, 17587165, 50556986, 17587165
37928960, 35324311, 12724496, 50721268, 17587165, 50563834, 17587165
37975040, 35367567, 12739964, 50727262, 17587165, 50571674, 17587165
38021120, 35410807, 12755416, 50733287, 17587165, 50579563, 17587165
38067200, 35454048, 12770868, 50740290, 17587165, 50586873, 17587165
38113280, 35496953, 12786320, 50747779, 17587165, 50593373, 17587165
38159360, 35541869, 12801772, 50754385, 17587165, 50599924, 17587165
38205440, 35585780, 12817224, 50760888, 17587165, 50960313, 17587165
38251520, 35629690, 12832677, 50767706, 17587165, 50967799, 17587165
38297600, 35672261, 12848129, 50773328, 17587165, 50975917, 17587165
38343680, 35715836, 12863581, 50779888, 17587165, 50983489, 17587165
38389760, 35758742, 12879033, 50787134, 17587165, 50990675, 17587165
38435840, 35801983, 12894485, 50794363, 17587165, 50997056, 17587165
38481920, 35846563, 12909937, 50800912, 17587165, 51004339, 17587165
38528000, 35890809, 12925390, 50807739, 17587165, 51011112, 17587165
38574080, 35934399, 12940857, 50813752, 17587165, 51019237, 17587165
38620160, 35977640, 12956309, 50819691, 17587165, 51027294, 17587165
38666240, 36020881, 12971761, 50826435, 17587165, 51034706, 17587165
38712320, 36064121, 12987214, 50833938, 17587165, 51107267, 17587165
38758400, 36108367, 13002666, 50840790, 17587165, 51113767, 17587165
38804480, 36152277, 13018118, 50847386, 17587165, 51121146, 17587165
38850560, 36196523, 13033570, 50854493, 17587165, 51128309, 17587165
38896640, 36239429, 13049022, 50860903, 17587165, 51136416, 17587165
38942720, 36283004, 13064474, 50867117, 17587165, 51144086, 17587165
38988800, 36325910, 13079927, 50874710, 17587165, 51151387, 17587165
39034880, 36368815, 13095379, 50882514, 17587165, 51157727, 17587165
39080960, 36413396, 13110831, 50889184, 17587165, 51164697, 17587165
39127040, 36458327, 13126298, 50896203, 17587165, 51171615, 17587165
39173120, 36501902, 13141751, 50902750, 17587165, 51179515, 17587165
39219200, 36544473, 13157203, 50909190, 17587165, 51187615, 17587165
39265280, 36588048, 13172655, 50915920, 17587165, 51195073, 17587165
39311360, 36630954, 13188107, 50923596, 17587165, 51201850, 17587165
39357440, 36674865, 13203559, 50931247, 17587165, 51208216, 17587165
39403520, 36719780, 13219011, 50937439, 17587165, 51297055, 17587165
39449600, 36763691, 13234464, 50944779, 17587165, 51303879, 17587165
39495680, 36806596, 13249916, 50950881, 17587165, 51311937, 17587165
39541760, 36849837, 13265368, 50957205, 17587165, 51319690, 17587165
39587840, 36892743, 13280820, 50964988, 17587165, 51349295, 17587165
39633920, 36935648, 13296272, 50972730, 17587165, 51355504, 17587165
39680000, 36980564, 13311724, 50979271, 17587165, 51361982, 17587165
39726080, 37025159, 13327192, 50986460, 17587165, 51369029, 17587165
39772160, 37068400, 13342644, 50993491, 17587165, 51376431, 17587165
39818240, 37111641, 13358096, 50999938, 17587165, 51384357, 17587165
39864320, 37154881, 13373548, 51007084, 17587165, 51391713, 17587165
39910400, 37198122, 13389000, 51014871, 17587165, 51398525, 17587165
39956480, 37241697, 13404453, 51022622, 17587165, 51404701, 17587165
40002560, 37285943, 13419905, 51029692, 17587165, 51411927, 17587165
40048640, 37330524, 13435357, 51037011, 17587165, 51418448, 17587165
40094720, 37373429, 13450809, 51043536, 17587165, 51426366, 17587165
40140800, 37416335, 13466261, 51050082, 17587165, 51434157, 17587165
40186880, 37459575, 13481713, 51057587, 17587165, 51441361, 17587165
40232960, 37502816, 13497166, 51360008, 17587165, 51447697, 17587165
40279040, 37548082, 13512633, 51367318, 17587165, 51454042, 17587165
40325120, 37591992, 13528085, 51374383, 17587165, 51461231, 17587165
40371200, 37635903, 13543537, 51381776, 17587165, 51468375, 17587165
40417280, 37678473, 13558990, 51388060, 17587165, 51476296, 17587165
40463360, 37722049, 13574442, 51394930, 17587165, 51483690, 17587165
40509440, 37764955, 13589894, 51403215, 17587165, 51490904, 17587165
40555520, 37808195, 13605346, 51411009, 17587165, 51497242, 17587165
40601600, 37852776, 13620798, 51418172, 17587165, 51504405, 17587165
40647680, 37897021, 13636250, 51425634, 17587165, 51511139, 17587165
40693760, 37940597, 13651703, 51432260, 17587165, 51519221, 17587165
40739840, 37983168, 13667155, 51438911, 17587165, 51527328, 17587165
40785920, 38026743, 13682607, 51446310, 17587165, 51534727, 17587165
40832000, 38069649, 13698059, 51454425, 17587165, 51541386, 17587165
40878080, 38114579, 13713527, 51461745, 17587165, 51547899, 17587165
40924160, 38158490, 13728979, 51468578, 17587165, 51555269, 17587165
40970240, 38202736, 13744431, 51476119, 17587165, 51562352, 17587165
41016320, 38245306, 13759883, 51482762, 17587165, 51570451, 17587165
41062400, 38289217, 13775335, 51489123, 17587165, 51578124, 17587165
41108480, 38332122, 13790787, 51497182, 17587165, 51585504, 17587165
41154560, 38375028, 13806240, 51505609, 17587165, 51591842, 17587165
41200640, 38419609, 13821692, 51512495, 17587165, 51598728, 17587165
41246720, 38463854, 13837144, 51519749, 17587165, 51605746, 17587165
41292800, 38508100, 13852596, 51526596, 17587165, 51613557, 17587165
41338880, 38551340, 13868048, 51533091, 17587165, 51621508, 17587165
41384960, 38595921, 13883500, 51540450, 17587165, 51628479, 17587165
41431040, 38640182, 13898968, 51548396, 17587165, 51634627, 17587165
41477120, 38685767, 13914420, 51555087, 17587165, 51642048, 17587165
41523200, 38730348, 13929872, 51562827, 17587165, 51649060, 17587165
41569280, 38773588, 13945324, 51568900, 17587165, 51657317, 17587165
41615360, 38817499, 13960776, 51575899, 17587165, 51665044, 17587165
41661440, 38861745, 13976229, 51743245, 17587165, 51671922, 17587165
41707520, 38906995, 13991681, 51750453, 17587165, 51678367, 17587165
41753600, 38951576, 14007133, 51757752, 17587165, 51685319, 17587165
41799680, 38995821, 14022585, 51764451, 17587165, 51693292, 17587165
41845760, 39039062, 14038037, 51770861, 17587165, 51701417, 17587165
41891840, 39083643, 14053489, 51778488, 17587165, 51708691, 17587165
41937920, 39127218, 14068942, 51786474, 17587165, 51715151, 17587165
41984000, 39172469, 14084394, 51793202, 17587165, 51722299, 17587165
42030080, 39218069, 14099861, 51800646, 17587165, 51729323, 17587165
42076160, 39261310, 14115313, 51806837, 17587165, 51737803, 17587165
42122240, 39305221, 14130766, 51813739, 17587165, 51745468, 17587165
42168320, 39349466, 14146218, 51821906, 17587165, 51752109, 17587165
42214400, 39394717, 14161670, 51829138, 17587165, 51758578, 17587165
42260480, 39439297, 14177122, 51836413, 17587165, 51765853, 17587165
42306560, 39483543, 14192574, 51843156, 17587165, 51773506, 17587165
42352640, 39526784, 14208026, 51849560, 17587165, 51780926, 17587165
42398720, 39571364, 14223479, 51857156, 17587165, 52077089, 17587165
42444800, 39614940, 14238931, 51865376, 17587165, 52083393, 17587165
42490880, 39660190, 14254383, 51872165, 17587165, 52090930, 17587165
42536960, 39705441, 14269835, 51879340, 17587165, 52097952, 17587165
42583040, 39749032, 14285303, 51885525, 17587165, 52106351, 17587165
42629120, 39792942, 14300755, 51892447, 17587165, 52114106, 17587165
42675200, 39837188, 14316207, 51900676, 17587165, 52120776, 17587165
42721280, 39882438, 14331659, 51907922, 17587165, 52127211, 17587165
42767360, 39927019, 14347111, 51915321, 17587165, 52134540, 17587165
42813440, 39971265, 14362563, 51921856, 17587165, 52142462, 17587165
42859520, 40014505, 14378016, 51928248, 17587165, 52150650, 17587165
42905600, 40059086, 14393468, 51935959, 17587165, 52157946, 17587165
42951680, 40102661, 14408920, 51943824, 17587165, 52164203, 17587165
42997760, 40147912, 14424372, 51950609, 17587165, 52171625, 17587165
43043840, 40193163, 14439824, 51958287, 17587165, 52178589, 17587165
43089920, 40236403, 14455276, 51964452, 17587165, 52186914, 17587165
43136000, 40280314, 14470728, 51971033, 17587165, 52194678, 17587165
43182080, 40324909, 14486196, 51979251, 17587165, 52201394, 17587165
43228160, 40370160, 14501648, 51986565, 17587165, 52207832, 17587165
43274240, 40414741, 14517100, 51994031, 17587165, 52301648, 17587165
43320320, 40458986, 14532552, 52000563, 17587165, 52309561, 17587165
43366400, 40502227, 14548005, 52006940, 17587165, 52317793, 17587165
43412480, 40546807, 14563457, 52014688, 17587165, 52325129, 17587165
43458560, 40590383, 14578909, 52022519, 17587165, 52331404, 17587165
43504640, 40635634, 14594361, 52029374, 17587165, 52338815, 17587165
43550720, 40680884, 14609813, 52037020, 17587165, 52345791, 17587165
43596800, 40724125, 14625265, 52207187, 17587165, 52354144, 17587165
43642880, 40768035, 14640718, 52214225, 17587165, 52361930, 17587165
43688960, 40811946, 14656170, 52222480, 17587165, 52368689, 17587165
43735040, 40857882, 14671637, 52229863, 17587165, 52375145, 17587165
43781120, 40902462, 14687089, 52237186, 17587165, 52382485, 17587165
43827200, 40946708, 14702542, 52244190, 17587165, 52390375, 17587165
43873280, 40989948, 14717994, 52250940, 17587165, 52398645, 17587165
43919360, 41034529, 14733446, 52258425, 17587165, 52405975, 17587165
43965440, 41078105, 14748898, 52266795, 17587165, 52412256, 17587165
44011520, 41123355, 14764350, 52273626, 17587165, 52419628, 17587165
44057600, 41168606, 14779802, 52281144, 17587165, 52426605, 17587165
44103680, 41211846, 14795255, 52287570, 17587165, 52434954, 17587165
44149760, 41255757, 14810707, 52294490, 17587165, 52442744, 17587165
44195840, 41299668, 14826159, 52302849, 17587165, 52449572, 17587165
44241920, 41344918, 14841611, 52310602, 17587165, 52456063, 17587165
44288000, 41389834, 14857063, 52318006, 17587165, 52463467, 17587165
44334080, 41434429, 14872531, 52324746, 17587165, 52471386, 17587165
44380160, 41477670, 14887983, 52402357, 17587165, 52479728, 17587165
44426240, 41522251, 14903435, 52409944, 17587165, 52487120, 17587165
44472320, 41565826, 14918887, 52418276, 17587165, 52493425, 17587165
44518400, 41611077, 14934339, 52425103, 17587165, 52500816, 17587165
44564480, 41656327, 14949792, 52452941, 17587165, 52507842, 17587165
44610560, 41699568, 14965244, 52459242, 17587165, 52516252, 17587165
44656640, 41743479, 14980696, 52466134, 17587165, 52524079, 17587165
44702720, 41787054, 14996148, 52474096, 17587165, 52531254, 17587165
44748800, 41830630, 15011600, 52482169, 17587165, 52537870, 17587165
44794880, 41874875, 15027052, 52488842, 17587165, 52698205, 17587165
44840960, 41918786, 15042504, 52496580, 17587165, 52705248, 17587165
44887040, 41962042, 15057972, 52503411, 17587165, 52713712, 17587165
44933120, 42005282, 15073424, 52510014, 17587165, 52722107, 17587165
44979200, 42048858, 15088876, 52559326, 17587165, 52729804, 17587165
45025280, 42093438, 15104328, 52572014, 17587165, 52736119, 17587165
45071360, 42138689, 15119781, 52579028, 17587165, 52743276, 17587165
45117440, 42183270, 15135233, 52586127, 17587165, 52750312, 17587165
45163520, 42226845, 15150685, 52592420, 17587165, 52758762, 17587165
45209600, 42270756, 15166137, 52598917, 17587165, 52766763, 17587165
45255680, 42314666, 15181589, 52606815, 17587165, 52773835, 17587165
45301760, 42360252, 15197041, 52614005, 17587165, 52780121, 17587165
45347840, 42405168, 15212494, 52620894, 17587165, 52787459, 17587165
45393920, 42448743, 15227946, 52628005, 17587165, 52795367, 17587165
45440000, 42491984, 15243398, 52634243, 17587165, 52803808, 17587165
45486080, 42536579, 15258865, 52641043, 17587165, 52811520, 17587165
45532160, 42580825, 15274318, 52649095, 17587165, 52817832, 17587165
45578240, 42626411, 15289770, 52655995, 17587165, 52824940, 17587165
45624320, 42670991, 15305222, 52719744, 17587165, 52831989, 17587165
45670400, 42714567, 15320674, 52725927, 17587165, 52840440, 17587165
45716480, 42758477, 15336126, 52731817, 17587165, 52848440, 17587165
45762560, 42802388, 15351578, 52739568, 17587165, 52855539, 17587165
45808640, 42847639, 15367031, 52747317, 17587165, 52861830, 17587165
45854720, 42892889, 15382483, 52753899, 17587165, 52869168, 17587165
45900800, 42936465, 15397935, 52761020, 17587165, 52877045, 17587165
45946880, 42979705, 15413387, 52767185, 17587165, 52885478, 17587165
45992960, 43023616, 15428839, 52773598, 17587165, 52893223, 17587165
46039040, 43068547, 15444307, 52781572, 17587165, 52899541, 17587165
46085120, 43114132, 15459759, 52788316, 17587165, 52906609, 17587165
46131200, 43158713, 15475211, 52795537, 17587165, 52913667, 17587165
46177280, 43202288, 15490663, 52801775, 17587165, 52922114, 17587165
46223360, 43246199, 15506115, 52808073, 17587165, 52930146, 17587165
46269440, 43290110, 15521568, 52815935, 17587165, 52937252, 17587165
46315520, 43335360, 15537020, 52823087, 17587165, 52943539, 17587165
46361600, 43380611, 15552472, 52829803, 17587165, 52950881, 17587165
46407680, 43424186, 15567924, 52836901, 17587165, 52958722, 17587165
46453760, 43467427, 15583376, 52842968, 17587165, 52967156, 17587165
46499840, 43511338, 15598828, 52849804, 17587165, 52974901, 17587165
46545920, 43555918, 15614280, 52857989, 17587165, 52981250, 17587165
46592000, 43601169, 15629733, 52865053, 17587165, 52988272, 17587165
46638080, 43646434, 15645200, 52872570, 17587165, 53143821, 17587165
46684160, 43689675, 15660652, 52879067, 17587165, 53152382, 17587165
46730240, 43733921, 15676104, 52885501, 17587165, 53160558, 17587165
46776320, 43777831, 15691557, 52893496, 17587165, 53167737, 17587165
46822400, 43823082, 15707009, 52901447, 17587165, 53192878, 17587165
46868480, 43867997, 15722461, 52908224, 17587165, 53200131, 17587165
46914560, 43911908, 15737913, 52915657, 17587165, 53207858, 17587165
46960640, 43955149, 15753365, 52921940, 17587165, 53216283, 17587165
47006720, 43999059, 15768817, 52928939, 17587165, 53223959, 17587165
47052800, 44043305, 15784270, 52937315, 17587165, 53230286, 17587165
47098880, 44088890, 15799722, 53102069, 17587165, 53237190, 17587165
47144960, 44133471, 15815174, 53109783, 17587165, 53244134, 17587165
47191040, 44177397, 15830641, 53116005, 17587165, 53252581, 17587165
47237120, 44221307, 15846094, 53122452, 17587165, 53260653, 17587165
47283200, 44265553, 15861546, 53130428, 17587165, 53267689, 17587165
47329280, 44310803, 15876998, 53138247, 17587165, 53273929, 17587165
47375360, 44355719, 15892450, 53145278, 17587165, 53281169, 17587165
47421440, 44399630, 15907902, 53152967, 17587165, 53288858, 17587165
47467520, 44442870, 15923354, 53159087, 17587165, 53297288, 17587165
47513600, 44486781, 15938807, 53165994, 17587165, 53304965, 17587165
47559680, 44531026, 15954259, 53174250, 17587165, 53311316, 17587165
47605760, 44576612, 15969711, 53181521, 17587165, 53318182, 17587165
47651840, 44621193, 15985163, 53188891, 17587165, 53325133, 17587165
47697920, 44664768, 16000615, 53195457, 17587165, 53333557, 17587165
47744000, 44708679, 16016067, 53202007, 17587165, 53341748, 17587165
47790080, 44753274, 16031535, 53209897, 17587165, 53348868, 17587165
47836160, 44798525, 16046987, 53217746, 17587165, 53355177, 17587165
47882240, 44843441, 16062439, 53224630, 17587165, 53362555, 17587165
47928320, 44887351, 16077891, 53232135, 17587165, 53370319, 17587165
47974400, 44930592, 16093344, 53238433, 17587165, 53378833, 17587165
48020480, 44974502, 16108796, 53245433, 17587165, 53386606, 17587165
48066560, 45018748, 16124248, 53253765, 17587165, 53393090, 17587165
48112640, 45064334, 16139700, 53261064, 17587165, 53400035, 17587165
48158720, 45108914, 16155152, 53268500, 17587165, 53407098, 17587165
48204800, 45152490, 16170604, 53275157, 17587165, 53415619, 17587165
48250880, 45196400, 16186056, 53281775, 17587165, 53423826, 17587165
48296960, 45240981, 16201509, 53289722, 17587165, 53431003, 17587165
48343040, 45286247, 16216976, 53297600, 17587165, 53549370, 17587165
48389120, 45331162, 16232428, 53304486, 17587165, 53556755, 17587165
48435200, 45375073, 16247880, 53312121, 17587165, 53564518, 17587165
48481280, 45418313, 16263333, 53318430, 17587165, 53573089, 17587165
48527360, 45462224, 16278785, 53325561, 17587165, 53580938, 17587165
48573440, 45506470, 16294237, 53333721, 17587165, 53587460, 17587165
48619520, 45552055, 16309689, 53340847, 17587165, 53594394, 17587165
48665600, 45596636, 16325141, 53348669, 17587165, 53601477, 17587165
48711680, 45640211, 16340593, 53355150, 17587165, 53610048, 17587165
48757760, 45684122, 16356046, 53361649, 17587165, 53618320, 17587165
48803840, 45728368, 16371498, 53369667, 17587165, 53625559, 17587165
48849920, 45772948, 16386950, 53377573, 17587165, 53631907, 17587165
48896000, 45818199, 16402402, 53384472, 17587165, 53639300, 17587165
48942080, 45862794, 16417870, 53392165, 17587165, 53647031, 17587165
48988160, 45906035, 16433322, 53398932, 17587165, 53655603, 17587165
49034240, 45949946, 16448774, 53406026, 17587165, 53663476, 17587165
49080320, 45994191, 16464226, 53414185, 17587165, 53670004, 17587165
49126400, 46039777, 16479678, 53421793, 17587165, 53676906, 17587165
49172480, 46084357, 16495130, 53429236, 17587165, 53683984, 17587165
49218560, 46127933, 16510583, 53436093, 17587165, 53692556, 17587165
49264640, 46171844, 16526035, 53442736, 17587165, 53753989, 17587165
49310720, 46216089, 16541487, 53450762, 17587165, 53761228, 17587165
49356800, 46260335, 16556939, 53458850, 17587165, 53767559, 17587165
49402880, 46305920, 16572391, 53466014, 17587165, 53774906, 17587165
49448960, 46349831, 16587843, 53473731, 17587165, 53782550, 17587165
49495040, 46393757, 16603311, 53480221, 17587165, 53791129, 17587165
49541120, 46437667, 16618763, 53487299, 17587165, 53799033, 17587165
49587200, 46481913, 16634215, 53495742, 17587165, 53825391, 17587165
49633280, 46527498, 16649667, 53503275, 17587165, 53832084, 17587165
49679360, 46572079, 16665120, 53511073, 17587165, 53839025, 17587165
49725440, 46615655, 16680572, 53517643, 17587165, 53847503, 17587165
49771520, 46659230, 16696024, 53524291, 17587165, 53855661, 17587165
49817600, 46703811, 16711476, 53532298, 17587165, 53862858, 17587165
49863680, 46748056, 16726928, 53540619, 17587165, 53869099, 17587165
49909760, 46793642, 16742380, 53547920, 17587165, 53876337, 17587165
49955840, 46837553, 16757832, 53556277, 17587165, 53883830, 17587165
50001920, 46880793, 16773285, 53562770, 17587165, 53892300, 17587165
50048000, 46924704, 16788737, 53570368, 17587165, 53900156, 17587165
50094080, 46969634, 16804204, 53578854, 17587165, 53906569, 17587165
50140160, 47015220, 16819656, 53586727, 17587165, 53913227, 17587165
50186240, 47059801, 16835109, 53594508, 17587165, 53920151, 17587165
50232320, 47103376, 16850561, 53601677, 17587165, 53928642, 17587165
50278400, 47146952, 16866013, 53608585, 17587165, 53936826, 17587165
50324480, 47191532, 16881465, 53617010, 17587165, 53944031, 17587165
50370560, 47235778, 16896917, 53625258, 17587165, 53950280, 17587165
50416640, 47281364, 16912369, 53632865, 17587165, 53957497, 17587165
50462720, 47325274, 16927822, 53640726, 17587165, 53965005, 17587165
50508800, 47368515, 16943274, 53647504, 17587165, 53973617, 17587165
50554880, 47412425, 16958726, 53654875, 17587165, 53981625, 17587165
50600960, 47456671, 16974178, 53663619, 17587165, 53988203, 17587165
50647040, 47502942, 16989646, 53671306, 17587165, 53995006, 17587165
50693120, 47547522, 17005098, 53679227, 17587165, 54002109, 17587165
50739200, 47590763, 17020550, 53686441, 17587165, 54010721, 17587165
50785280, 47634673, 17036002, 53692973, 17587165, 54019090, 17587165
50831360, 47679589, 17051454, 53700731, 17587165, 54026749, 17587165
50877440, 47724170, 17066906, 53709006, 17587165, 54033436, 17587165
50923520, 47769755, 17082359, 53716539, 17587165, 54041171, 17587165
50969600, 47814336, 17097811, 53724460, 17587165, 54049092, 17587165
51015680, 47858246, 17113263, 53730673, 17587165, 54058017, 17587165
51061760, 47902492, 17128715, 53737609, 17587165, 54066640, 17587165
51107840, 47947073, 17144167, 53746281, 17587165, 54160746, 17587165
51153920, 47992658, 17159619, 53862404, 17587165, 54167525, 17587165
51200000, 48037574, 17175072, 53870371, 17587165, 54174669, 17587165
51246080, 48081164, 17190539, 53878273, 17587165, 54183394, 17587165
51292160, 48125410, 17205991, 53885368, 17587165, 54192097, 17587165
51338240, 48169991, 17221443, 53893680, 17587165, 54199605, 17587165
51384320, 48213901, 17236896, 53902822, 17587165, 54206003, 17587165
51430400, 48259152, 17252348, 53910657, 17587165, 54228290, 17587165
51476480, 48303397, 17267800, 53919395, 17587165, 54235772, 17587165
51522560, 48346973, 17283252, 53926409, 17587165, 54244394, 17587165
51568640, 48390884, 17298704, 53933897, 17587165, 54252686, 17587165
51614720, 48435129, 17314156, 53942928, 17587165, 54259305, 17587165
51660800, 48480380, 17329608, 53972741, 17587165, 54265637, 17587165
51706880, 48525295, 17345061, 53981191, 17587165, 54272644, 17587165
51752960, 48568871, 17360513, 53988556, 17587165, 54281240, 17587165
51799040, 48613132, 17375980, 53995794, 17587165, 54308955, 17587165
51845120, 48657712, 17391432, 54003946, 17587165, 54316303, 17587165
51891200, 48701623, 17406885, 54026271, 17587165, 54322548, 17587165
51937280, 48746873, 17422337, 54034080, 17587165, 54329431, 17587165
51983360, 48791119, 17437789, 54042476, 17587165, 54336768, 17587165
52029440, 48834695, 17453241, 54049370, 17587165, 54345295, 17587165
52075520, 48878605, 17468693, 54056546, 17587165, 54353492, 17587165
52121600, 48922851, 17484145, 54065516, 17587165, 54360048, 17587165
52167680, 48968101, 17499598, 54074047, 17587165, 54366304, 17587165
52213760, 49013017, 17515050, 54082047, 17587165, 54373179, 17587165
52259840, 49056593, 17530502, 54089598, 17587165, 54381628, 17587165
52305920, 49100168, 17545954, 54096495, 17587165, 54411910, 17587165
52352000, 49144749, 17561406, 54104625, 17587165, 54419282, 17587165
52398080, 49189009, 17576874, 54113377, 17587165, 54425512, 17587165
