Flow Size (Bytes), FCT (ns) Flow 1, Standalone FCT (ns) Flow 1, FCT (ns) Flow 2, Standalone FCT (ns) Flow 2, FCT (ns) Flow 3, Standalone FCT (ns) Flow 3
19036160, 17494350, 6388619, 42824017, 17587165, 43944632, 17587165
19082240, 17535246, 6404071, 42830535, 17587165, 43951722, 17587165
19128320, 17576811, 6419523, 42824788, 17587165, 44029240, 17587165
19174400, 17618042, 6434976, 42831492, 17587165, 44035889, 17587165
19220480, 17660277, 6450428, 42838252, 17587165, 44042599, 17587165
19266560, 17703518, 6465880, 42844667, 17587165, 44048959, 17587165
19312640, 17745084, 6481332, 42851052, 17587165, 44055916, 17587165
19358720, 17787654, 6496784, 42857097, 17587165, 44063160, 17587165
19404800, 17829220, 6512236, 42864131, 17587165, 44069512, 17587165
19450880, 17870785, 6527688, 42870564, 17587165, 44076517, 17587165
19496960, 17911681, 6543141, 42877072, 17587165, 44083597, 17587165
19543040, 17953262, 6558608, 42883112, 17587165, 44090831, 17587165
19589120, 17994827, 6574060, 42889271, 17587165, 44098184, 17587165
19635200, 18036058, 6589512, 43095008, 17587165, 44091423, 17587165
19681280, 18077288, 6604965, 43115432, 17587165, 44098075, 17587165
19727360, 18118184, 6620417, 43121791, 17587165, 44104929, 17587165
19773440, 18159750, 6635869, 43106090, 17587165, 44236372, 17587165
19819520, 18201650, 6651321, 43110528, 17587165, 44260220, 17587165
19865600, 18245561, 6666773, 43116307, 17587165, 44266531, 17587165
19911680, 18288131, 6682225, 43122670, 17587165, 44272794, 17587165
19957760, 18330702, 6697678, 43128631, 17587165, 44279282, 17587165
20003840, 18373273, 6713130, 43135446, 17587165, 44285370, 17587165
20049920, 18414838, 6728582, 43141658, 17587165, 44292104, 17587165
20096000, 18456739, 6744034, 43147374, 17587165, 44298974, 17587165
20142080, 18498989, 6759502, 43153170, 17587165, 44305919, 17587165
20188160, 18540890, 6774954, 43159602, 17587165, 44312225, 17587165
20234240, 18582791, 6790406, 43166161, 17587165, 44318705, 17587165
20280320, 18624356, 6805858, 43173008, 17587165, 44324820, 17587165
20326400, 18667932, 6821310, 43179271, 17587165, 44330988, 17587165
20372480, 18710502, 6836762, 43357312, 17587165, 44327188, 17587165
20418560, 18753408, 6852215, 43363742, 17587165, 44333563, 17587165
20464640, 18794974, 6867667, 43370777, 17587165, 44339299, 17587165
20510720, 18836539, 6883119, 43425248, 17587165, 44344197, 17587165
20556800, 18878105, 6898571, 43438992, 17587165, 44350989, 17587165
20602880, 18919000, 6914023, 43445134, 17587165, 44357708, 17587165
20648960, 18960566, 6929475, 43451906, 17587165, 44363803, 17587165
20695040, 19002482, 6944943, 43458217, 17587165, 44370064, 17587165
20741120, 19044047, 6960395, 43464820, 17587165, 44375990, 17587165
20787200, 19086618, 6975847, 43471911, 17587165, 44382404, 17587165
20833280, 19130193, 6991299, 43336296, 17587165, 45187174, 17587165
20879360, 19172764, 7006752, 43342755, 17587165, 45194185, 17587165
20925440, 19215670, 7022204, 43446797, 17587165, 45199335, 17587165
20971520, 19257570, 7037656, 43453471, 17587165, 45206551, 17587165
21017600, 19300141, 7053108, 43458757, 17587165, 45214325, 17587165
21063680, 19342376, 7068560, 43465220, 17587165, 45221330, 17587165
21109760, 19384277, 7084012, 43471752, 17587165, 45228404, 17587165
21155840, 19426848, 7099464, 43478581, 17587165, 45235123, 17587165
21201920, 19470423, 7114917, 43485174, 17587165, 45241616, 17587165
21248000, 19514334, 7130369, 43490667, 17587165, 45248955, 17587165
21294080, 19558259, 7145836, 43496915, 17587165, 45255745, 17587165
21340160, 19600830, 7161288, 43503748, 17587165, 45262478, 17587165
21386240, 19643401, 7176741, 43509077, 17587165, 45270295, 17587165
21432320, 19685971, 7192193, 43515194, 17587165, 45277596, 17587165
21478400, 19727872, 7207645, 43521730, 17587165, 45284674, 17587165
21524480, 19770442, 7223097, 43528597, 17587165, 45291441, 17587165
21570560, 19813683, 7238549, 43535258, 17587165, 45297992, 17587165
21616640, 19857929, 7254001, 43540988, 17587165, 45304926, 17587165
21662720, 19901504, 7269454, 43547251, 17587165, 45311731, 17587165
21708800, 19944410, 7284906, 43553738, 17587165, 45318760, 17587165
21754880, 19986980, 7300358, 43559404, 17587165, 45326262, 17587165
21800960, 20028881, 7315810, 43565575, 17587165, 45333627, 17587165
21847040, 20071467, 7331278, 43570803, 17587165, 45340701, 17587165
21893120, 20114707, 7346730, 43578818, 17587165, 45348596, 17587165
21939200, 20159288, 7362182, 43586563, 17587165, 45356175, 17587165
21985280, 20203198, 7377634, 44963844, 17587165, 45276814, 17587165
22031360, 20246774, 7393086, 44971088, 17587165, 45285287, 17587165
22077440, 20290685, 7408538, 44979165, 17587165, 45292744, 17587165
22123520, 20333925, 7423991, 44974885, 17587165, 45535477, 17587165
22169600, 20377166, 7439443, 44982002, 17587165, 45543833, 17587165
22215680, 20420071, 7454895, 44989070, 17587165, 45552140, 17587165
22261760, 20463312, 7470347, 44996741, 17587165, 45560398, 17587165
22307840, 20505883, 7485799, 45004624, 17587165, 45568221, 17587165
22353920, 20549123, 7501251, 45012605, 17587165, 45576142, 17587165
22400000, 20592029, 7516704, 45020770, 17587165, 45583595, 17587165
22446080, 20636959, 7532171, 45028364, 17587165, 45591134, 17587165
22492160, 20680535, 7547623, 45121350, 17587165, 45595622, 17587165
22538240, 20723776, 7563075, 45148080, 17587165, 45602528, 17587165
22584320, 20767016, 7578528, 45156377, 17587165, 45610322, 17587165
22630400, 20810257, 7593980, 45158477, 17587165, 45717355, 17587165
22676480, 20852827, 7609432, 45165780, 17587165, 45725228, 17587165
22722560, 20895733, 7624884, 45172158, 17587165, 45756058, 17587165
22768640, 20937969, 7640336, 45180182, 17587165, 45763237, 17587165
22814720, 20980539, 7655788, 45188494, 17587165, 45770703, 17587165
22860800, 21023110, 7671240, 45196823, 17587165, 45777499, 17587165
22906880, 21067020, 7686693, 45204674, 17587165, 45784451, 17587165
22952960, 21110261, 7702145, 45212444, 17587165, 45792058, 17587165
22999040, 21154187, 7717612, 45220767, 17587165, 45799102, 17587165
23045120, 21197762, 7733064, 45226390, 17587165, 45870454, 17587165
23091200, 21241003, 7748517, 45233601, 17587165, 45878124, 17587165
23137280, 21284243, 7763969, 45344393, 17587165, 45885718, 17587165
23183360, 21327819, 7779421, 45351261, 17587165, 45920514, 17587165
23229440, 21371395, 7794873, 45359183, 17587165, 45927337, 17587165
23275520, 21415975, 7810325, 45367423, 17587165, 45933475, 17587165
23321600, 21461226, 7825777, 45374796, 17587165, 45940226, 17587165
23367680, 21505806, 7841230, 45439496, 17587165, 45946430, 17587165
23413760, 21550387, 7856682, 45446352, 17587165, 45953985, 17587165
23459840, 21593963, 7872134, 45475460, 17587165, 45961452, 17587165
23505920, 21637538, 7887586, 45482607, 17587165, 45968391, 17587165
23552000, 21681449, 7903038, 45490473, 17587165, 45974823, 17587165
23598080, 21727049, 7918506, 45497661, 17587165, 45981138, 17587165
23644160, 21772300, 7933958, 45504999, 17587165, 45987850, 17587165
23690240, 21816881, 7949410, 45512511, 17587165, 45994571, 17587165
23736320, 21860791, 7964862, 45518489, 17587165, 46002130, 17587165
23782400, 21904702, 7980314, 45525286, 17587165, 46009473, 17587165
23828480, 21948277, 7995767, 45532824, 17587165, 46016165, 17587165
23874560, 21992188, 8011219, 45540629, 17587165, 46022441, 17587165
23920640, 22038109, 8026671, 45547376, 17587165, 46029094, 17587165
23966720, 22083024, 8042123, 45554990, 17587165, 46035296, 17587165
24012800, 22127270, 8057575, 45555214, 17587165, 46207384, 17587165
24058880, 22170175, 8073027, 45683810, 17587165, 46215222, 17587165
24104960, 22213751, 8088480, 45690183, 17587165, 46241869, 17587165
24151040, 22257677, 8103947, 45697363, 17587165, 46248790, 17587165
24197120, 22302257, 8119399, 45704512, 17587165, 46255195, 17587165
24243200, 22346503, 8134851, 45711005, 17587165, 46262498, 17587165
24289280, 22391418, 8150304, 45718067, 17587165, 46269312, 17587165
24335360, 22434659, 8165756, 45781909, 17587165, 46329173, 17587165
24381440, 22478235, 8181208, 45788096, 17587165, 46336783, 17587165
24427520, 22521475, 8196660, 45817197, 17587165, 46343638, 17587165
24473600, 22565051, 8212112, 45824435, 17587165, 46350085, 17587165
24519680, 22609966, 8227564, 45830763, 17587165, 46356944, 17587165
24565760, 22654547, 8243016, 45837084, 17587165, 46363708, 17587165
24611840, 22698793, 8258469, 45843691, 17587165, 46370951, 17587165
24657920, 22742368, 8273921, 45849418, 17587165, 46378679, 17587165
24704000, 22784939, 8289373, 45855873, 17587165, 46386297, 17587165
24750080, 22827859, 8304840, 45862877, 17587165, 46393255, 17587165
24796160, 22870430, 8320293, 45870238, 17587165, 46399920, 17587165
24842240, 22915011, 8335745, 45876951, 17587165, 46406495, 17587165
24888320, 22958921, 8351197, 45883104, 17587165, 46413849, 17587165
24934400, 23002497, 8366649, 45890391, 17587165, 46420509, 17587165
24980480, 23046072, 8382101, 45896769, 17587165, 46428197, 17587165
25026560, 23088308, 8397553, 46019040, 17587165, 46435657, 17587165
25072640, 23130879, 8413006, 46026182, 17587165, 46443014, 17587165
25118720, 23172779, 8428458, 46033716, 17587165, 46449719, 17587165
25164800, 23215685, 8443910, 46041156, 17587165, 46456196, 17587165
25210880, 23258925, 8459362, 46048474, 17587165, 46462310, 17587165
25256960, 23302501, 8474814, 46055069, 17587165, 46468830, 17587165
25303040, 23346762, 8490282, 46062797, 17587165, 46475193, 17587165
25349120, 23390337, 8505734, 46069726, 17587165, 46482587, 17587165
25395200, 23432908, 8521186, 46076371, 17587165, 46490004, 17587165
25441280, 23476148, 8536638, 46083535, 17587165, 46496982, 17587165
25487360, 23518384, 8552090, 46091559, 17587165, 46503652, 17587165
25533440, 23561625, 8567543, 46099444, 17587165, 46510195, 17587165
25579520, 23605200, 8582995, 46106567, 17587165, 46516279, 17587165
25625600, 23649111, 8598447, 46237765, 17587165, 46523208, 17587165
25671680, 23693021, 8613899, 46245438, 17587165, 46529662, 17587165
25717760, 23736262, 8629351, 46252321, 17587165, 46536938, 17587165
25763840, 23779503, 8644803, 46258973, 17587165, 46544375, 17587165
25809920, 23822073, 8660256, 46266091, 17587165, 46551437, 17587165
25856000, 23864644, 8675708, 46273697, 17587165, 46558121, 17587165
25902080, 23908234, 8691175, 46281575, 17587165, 46564658, 17587165
25948160, 23951810, 8706627, 46351656, 17587165, 46570749, 17587165
25994240, 23995386, 8722080, 46358183, 17587165, 46577624, 17587165
26040320, 24039631, 8737532, 46365473, 17587165, 46584141, 17587165
26086400, 24082872, 8752984, 46367896, 17587165, 47101546, 17587165
26132480, 24125777, 8768436, 46374449, 17587165, 47109053, 17587165
26178560, 24168683, 8783888, 46381150, 17587165, 47116214, 17587165
26224640, 24211254, 8799340, 46388815, 17587165, 47122979, 17587165
26270720, 24254159, 8814792, 46396569, 17587165, 47129657, 17587165
26316800, 24297735, 8830245, 46404126, 17587165, 47135834, 17587165
26362880, 24341310, 8845697, 46498062, 17587165, 47142769, 17587165
26408960, 24385221, 8861149, 46505054, 17587165, 47149382, 17587165
26455040, 24429482, 8876616, 46512109, 17587165, 47156562, 17587165
26501120, 24472387, 8892069, 46518393, 17587165, 47164080, 17587165
26547200, 24515293, 8907521, 46561493, 17587165, 47252123, 17587165
26593280, 24557863, 8922973, 46569210, 17587165, 47258744, 17587165
26639360, 24600769, 8938425, 46576626, 17587165, 47265436, 17587165
26685440, 24644010, 8953877, 46584132, 17587165, 47271544, 17587165
26731520, 24688590, 8969329, 46590442, 17587165, 47278153, 17587165
26777600, 24733171, 8984782, 46597325, 17587165, 47284441, 17587165
26823680, 24777081, 9000234, 46667451, 17587165, 47291887, 17587165
26869760, 24820657, 9015686, 46673318, 17587165, 47299063, 17587165
26915840, 24863898, 9031138, 46680574, 17587165, 47305624, 17587165
26961920, 24907138, 9046590, 46687981, 17587165, 47312175, 17587165
27008000, 24951384, 9062042, 46694977, 17587165, 47318014, 17587165
27054080, 24997319, 9077510, 46701128, 17587165, 47324789, 17587165
27100160, 25041565, 9092962, 46708066, 17587165, 47331342, 17587165
27146240, 25085141, 9108414, 46713898, 17587165, 47338776, 17587165
27192320, 25128716, 9123866, 46720309, 17587165, 47345742, 17587165
27238400, 25171622, 9139319, 46727722, 17587165, 47352294, 17587165
27284480, 25215197, 9154771, 46735135, 17587165, 47358418, 17587165
27330560, 25260448, 9170223, 46741809, 17587165, 47364496, 17587165
27376640, 25305364, 9185675, 46748335, 17587165, 47370977, 17587165
27422720, 25349609, 9201127, 46754564, 17587165, 47378226, 17587165
27468800, 25392515, 9216579, 46760396, 17587165, 47385624, 17587165
27514880, 25436090, 9232032, 46767423, 17587165, 47392266, 17587165
27560960, 25479331, 9247484, 46774844, 17587165, 47399036, 17587165
27607040, 25523592, 9262951, 46781967, 17587165, 47404950, 17587165
27653120, 25568842, 9278403, 46788088, 17587165, 47411671, 17587165
27699200, 25613758, 9293856, 46795248, 17587165, 47418209, 17587165
27745280, 25656998, 9309308, 46800806, 17587165, 47425734, 17587165
27791360, 25700909, 9324760, 47366029, 17587165, 47433183, 17587165
27837440, 25744150, 9340212, 47373867, 17587165, 47440065, 17587165
27883520, 25788060, 9355664, 47381782, 17587165, 47446688, 17587165
27929600, 25832976, 9371116, 47414883, 17587165, 47453272, 17587165
27975680, 25878896, 9386568, 47421239, 17587165, 47460273, 17587165
28021760, 25923477, 9402021, 47428229, 17587165, 47467633, 17587165
28067840, 25967388, 9417473, 47434392, 17587165, 47475412, 17587165
28113920, 26010963, 9432925, 47478451, 17587165, 47482466, 17587165
28160000, 26054539, 9448377, 47486192, 17587165, 47489528, 17587165
28206080, 26098799, 9463845, 47494116, 17587165, 47495717, 17587165
28252160, 26144720, 9479297, 47500380, 17587165, 47502648, 17587165
28298240, 26189971, 9494749, 47507268, 17587165, 47509531, 17587165
28344320, 26233881, 9510201, 47557488, 17587165, 47517123, 17587165
28390400, 26277122, 9525653, 47564470, 17587165, 47870792, 17587165
28436480, 26320362, 9541105, 47593635, 17587165, 47877434, 17587165
28482560, 26363938, 9556558, 47601503, 17587165, 47883895, 17587165
28528640, 26407849, 9572010, 47631234, 17587165, 47889746, 17587165
28574720, 26453434, 9587462, 47637069, 17587165, 47929864, 17587165
28620800, 26497010, 9602914, 47644173, 17587165, 47937285, 17587165
28666880, 26539915, 9618366, 47650018, 17587165, 47945173, 17587165
28712960, 26583156, 9633818, 47656170, 17587165, 47952687, 17587165
28759040, 26626412, 9649286, 47663850, 17587165, 47959686, 17587165
28805120, 26669317, 9664738, 47671030, 17587165, 47966082, 17587165
28851200, 26714233, 9680190, 47677702, 17587165, 48027238, 17587165
28897280, 26758813, 9695642, 47684149, 17587165, 48034279, 17587165
28943360, 26802054, 9711095, 47690391, 17587165, 48042053, 17587165
28989440, 26845295, 9726547, 47696187, 17587165, 48049689, 17587165
29035520, 26888200, 9741999, 47703477, 17587165, 48091248, 17587165
29081600, 26931106, 9757451, 47710977, 17587165, 48098067, 17587165
29127680, 26974346, 9772903, 47717989, 17587165, 48104079, 17587165
29173760, 27019597, 9788355, 47724150, 17587165, 48141610, 17587165
29219840, 27064178, 9803808, 47730985, 17587165, 48148386, 17587165
29265920, 27106748, 9819260, 47736847, 17587165, 48155927, 17587165
29312000, 27149989, 9834712, 47742921, 17587165, 48163198, 17587165
29358080, 27193244, 9850179, 47750685, 17587165, 48169782, 17587165
29404160, 27236485, 9865632, 47757863, 17587165, 48175948, 17587165
29450240, 27280731, 9881084, 47765148, 17587165, 48181997, 17587165
29496320, 27325981, 9896536, 47771746, 17587165, 48188566, 17587165
29542400, 27369222, 9911988, 48116709, 17587165, 48195987, 17587165
29588480, 27412127, 9927440, 48122888, 17587165, 48203528, 17587165
29634560, 27455368, 9942892, 48129930, 17587165, 48210234, 17587165
29680640, 27498274, 9958344, 48137770, 17587165, 48216971, 17587165
29726720, 27541179, 9973797, 48145617, 17587165, 48222852, 17587165
29772800, 27586430, 9989249, 48152277, 17587165, 48336009, 17587165
29818880, 27630675, 10004701, 48159227, 17587165, 48342705, 17587165
29864960, 27673916, 10020153, 48165506, 17587165, 48350151, 17587165
29911040, 27717507, 10035621, 48234529, 17587165, 48357477, 17587165
29957120, 27760077, 10051073, 48242311, 17587165, 48363942, 17587165
30003200, 27803318, 10066525, 48250093, 17587165, 48370171, 17587165
30049280, 27847228, 10081977, 48257630, 17587165, 48419767, 17587165
30095360, 27892144, 10097429, 48263980, 17587165, 48426400, 17587165
30141440, 27936055, 10112881, 48270945, 17587165, 48454509, 17587165
30187520, 27978960, 10128334, 48327526, 17587165, 48461779, 17587165
30233600, 28022201, 10143786, 48334269, 17587165, 48468512, 17587165
30279680, 28065106, 10159238, 48341953, 17587165, 48474832, 17587165
30325760, 28108012, 10174690, 48349731, 17587165, 48480549, 17587165
30371840, 28152928, 10190142, 48356415, 17587165, 48486390, 17587165
30417920, 28197508, 10205594, 48363571, 17587165, 48549349, 17587165
30464000, 28240749, 10221047, 48369660, 17587165, 48556551, 17587165
30510080, 28284339, 10236514, 48375796, 17587165, 48563635, 17587165
30556160, 28327245, 10251966, 48383041, 17587165, 48569858, 17587165
30602240, 28370486, 10267418, 48390937, 17587165, 48576028, 17587165
30648320, 28413726, 10282871, 48398189, 17587165, 48581571, 17587165
30694400, 28459312, 10298323, 48404544, 17587165, 48587912, 17587165
30740480, 28503222, 10313775, 48412038, 17587165, 48594381, 17587165
30786560, 28546128, 10329227, 48417879, 17587165, 48601596, 17587165
30832640, 28589369, 10344679, 48424250, 17587165, 48608374, 17587165
30878720, 28631939, 10360131, 48431881, 17587165, 48614615, 17587165
30924800, 28675515, 10375584, 48439811, 17587165, 48620093, 17587165
30970880, 28721435, 10391036, 48446239, 17587165, 48625834, 17587165
31016960, 28766686, 10406488, 48590491, 17587165, 48735646, 17587165
31063040, 28809942, 10421955, 48596176, 17587165, 48742790, 17587165
31109120, 28854522, 10437408, 48602615, 17587165, 48748899, 17587165
31155200, 28898098, 10452860, 48610334, 17587165, 48754892, 17587165
31201280, 28942343, 10468312, 48617581, 17587165, 48760078, 17587165
31247360, 28988264, 10483764, 48623810, 17587165, 48766033, 17587165
31293440, 29032175, 10499216, 48630464, 17587165, 48772961, 17587165
31339520, 29076085, 10514668, 48635932, 17587165, 48779803, 17587165
31385600, 29119661, 10530120, 48643325, 17587165, 48785822, 17587165
31431680, 29163236, 10545573, 48650832, 17587165, 48791253, 17587165
31477760, 29209157, 10561025, 48657338, 17587165, 48796873, 17587165
31523840, 29254408, 10576477, 48664122, 17587165, 48803133, 17587165
31569920, 29297648, 10591929, 48669834, 17587165, 48810260, 17587165
31616000, 29341894, 10607381, 48676198, 17587165, 48816416, 17587165
31662080, 29385819, 10622849, 48684041, 17587165, 48822416, 17587165
31708160, 29430065, 10638301, 48691310, 17587165, 48827624, 17587165
31754240, 29475986, 10653753, 48697414, 17587165, 48833550, 17587165
31800320, 29519561, 10669205, 48703848, 17587165, 48981633, 17587165
31846400, 29562802, 10684657, 48708923, 17587165, 48989141, 17587165
31892480, 29606042, 10700110, 48715728, 17587165, 48995550, 17587165
31938560, 29649283, 10715562, 48723200, 17587165, 49001379, 17587165
31984640, 29694199, 10731014, 48729649, 17587165, 49007346, 17587165
32030720, 29738109, 10746466, 48736573, 17587165, 49014083, 17587165
32076800, 29781015, 10761918, 48742689, 17587165, 49021605, 17587165
32122880, 29823920, 10777370, 48987324, 17587165, 49029124, 17587165
32168960, 29866491, 10792823, 48994233, 17587165, 49035808, 17587165
32215040, 29909412, 10808290, 49001820, 17587165, 49042065, 17587165
32261120, 29952987, 10823742, 49009014, 17587165, 49047909, 17587165
32307200, 29997568, 10839194, 49015372, 17587165, 49054767, 17587165
32353280, 30041143, 10854647, 49022555, 17587165, 49161940, 17587165
32399360, 30083714, 10870099, 49028254, 17587165, 49169380, 17587165
32445440, 30126620, 10885551, 49034401, 17587165, 49176554, 17587165
32491520, 30169190, 10901003, 49041772, 17587165, 49183004, 17587165
32537600, 30211761, 10916455, 49049506, 17587165, 49188891, 17587165
32583680, 30256341, 10931907, 49056088, 17587165, 49194781, 17587165
32629760, 30300252, 10947360, 49062768, 17587165, 49201437, 17587165
32675840, 30343158, 10962812, 49069479, 17587165, 49208864, 17587165
32721920, 30385728, 10978264, 49075081, 17587165, 49216315, 17587165
32768000, 30428634, 10993716, 49178322, 17587165, 49222903, 17587165
32814080, 30471889, 11009184, 49185804, 17587165, 49229358, 17587165
32860160, 30514795, 11024636, 49193299, 17587165, 49235112, 17587165
32906240, 30559041, 11040088, 49199869, 17587165, 49241682, 17587165
32952320, 30602951, 11055540, 49206541, 17587165, 49248354, 17587165
32998400, 30645522, 11070992, 49212609, 17587165, 49255806, 17587165
33044480, 30688427, 11086444, 49218517, 17587165, 49263098, 17587165
33090560, 30730998, 11101896, 49225665, 17587165, 49269554, 17587165
33136640, 30773904, 11117349, 49233116, 17587165, 49275567, 17587165
33182720, 30818149, 11132801, 49240297, 17587165, 49281418, 17587165
33228800, 30861725, 11148253, 49246517, 17587165, 49288119, 17587165
33274880, 30904965, 11163705, 49253202, 17587165, 49294748, 17587165
33320960, 30947871, 11179157, 49259297, 17587165, 49302363, 17587165
33367040, 30991797, 11194625, 49266089, 17587165, 49309286, 17587165
33413120, 31034367, 11210077, 49273710, 17587165, 49316056, 17587165
33459200, 31077943, 11225529, 49281593, 17587165, 49322022, 17587165
33505280, 31122523, 11240981, 49288211, 17587165, 49328640, 17587165
33551360, 31166769, 11256433, 49295479, 17587165, 49335216, 17587165
33597440, 31210345, 11271886, 49301781, 17587165, 49342831, 17587165
33643520, 31253250, 11287338, 49438185, 17587165, 49350744, 17587165
33689600, 31296491, 11302790, 49445414, 17587165, 49357253, 17587165
33735680, 31339396, 11318242, 49453158, 17587165, 49363557, 17587165
33781760, 31383307, 11333694, 49460448, 17587165, 49369514, 17587165
33827840, 31428223, 11349146, 49466967, 17587165, 49376646, 17587165
33873920, 31472133, 11364599, 49474225, 17587165, 49383317, 17587165
33920000, 31515039, 11380051, 49480409, 17587165, 49390932, 17587165
33966080, 31558964, 11395518, 49486725, 17587165, 49398103, 17587165
34012160, 31601870, 11410970, 49494397, 17587165, 49404892, 17587165
34058240, 31644776, 11426423, 49502155, 17587165, 49411114, 17587165
34104320, 31689356, 11441875, 49508880, 17587165, 49417196, 17587165
34150400, 31733602, 11457327, 49515932, 17587165, 49424171, 17587165
34196480, 31777177, 11472779, 49522631, 17587165, 49431590, 17587165
34242560, 31820418, 11488231, 49528666, 17587165, 49439196, 17587165
34288640, 31863324, 11503683, 49535629, 17587165, 49446363, 17587165
34334720, 31906564, 11519136, 49543378, 17587165, 49453244, 17587165
34380800, 31950140, 11534588, 49550829, 17587165, 49459788, 17587165
34426880, 31994385, 11550040, 49557386, 17587165, 49837723, 17587165
34472960, 32038966, 11565492, 49564839, 17587165, 49844808, 17587165
34519040, 32082222, 11580960, 49570910, 17587165, 49852890, 17587165
34565120, 32125797, 11596412, 49577286, 17587165, 49860795, 17587165
34611200, 32168703, 11611864, 49585106, 17587165, 49867907, 17587165
34657280, 32211608, 11627316, 49592721, 17587165, 49874442, 17587165
34703360, 32256524, 11642768, 49599755, 17587165, 49919764, 17587165
34749440, 32300435, 11658220, 49606782, 17587165, 49927037, 17587165
34795520, 32344345, 11673672, 49613884, 17587165, 49950991, 17587165
34841600, 32387251, 11689125, 49620287, 17587165, 49975304, 17587165
34887680, 32430491, 11704577, 49627123, 17587165, 49982140, 17587165
34933760, 32473397, 11720029, 49634755, 17587165, 49988865, 17587165
34979840, 32516638, 11735481, 49642659, 17587165, 49994844, 17587165
35025920, 32561218, 11750933, 49889453, 17587165, 50001626, 17587165
35072000, 32605464, 11766385, 49907375, 17587165, 50008216, 17587165
35118080, 32649054, 11781853, 49913764, 17587165, 50015888, 17587165
35164160, 32692630, 11797305, 49919825, 17587165, 50023502, 17587165
35210240, 32735536, 11812757, 49927268, 17587165, 50089001, 17587165
35256320, 32778776, 11828209, 49934943, 17587165, 50095127, 17587165
35302400, 32823022, 11843662, 49942162, 17587165, 50101063, 17587165
35348480, 32866932, 11859114, 49949017, 17587165, 50107918, 17587165
35394560, 32911178, 11874566, 50002011, 17587165, 50114591, 17587165
35440640, 32954084, 11890018, 50008050, 17587165, 50122164, 17587165
35486720, 32997659, 11905470, 50014248, 17587165, 50129215, 17587165
35532800, 33040565, 11920922, 50021908, 17587165, 50135878, 17587165
35578880, 33083470, 11936375, 50029523, 17587165, 50202643, 17587165
35624960, 33128051, 11951827, 50036262, 17587165, 50208945, 17587165
35671040, 33172982, 11967294, 50043018, 17587165, 50232867, 17587165
35717120, 33216557, 11982746, 50049427, 17587165, 50240065, 17587165
35763200, 33259463, 11998199, 50055336, 17587165, 50247428, 17587165
35809280, 33302703, 12013651, 50062484, 17587165, 50253959, 17587165
35855360, 33345609, 12029103, 50070007, 17587165, 50260006, 17587165
35901440, 33389520, 12044555, 50077118, 17587165, 50265641, 17587165
35947520, 33434435, 12060007, 50083472, 17587165, 50272343, 17587165
35993600, 33478346, 12075459, 50090837, 17587165, 50278532, 17587165
36039680, 33521251, 12090912, 50096807, 17587165, 50285870, 17587165
36085760, 33564492, 12106364, 50102793, 17587165, 50292975, 17587165
36131840, 33607398, 12121816, 50110434, 17587165, 50299383, 17587165
36177920, 33650303, 12137268, 50235004, 17587165, 50305051, 17587165
36224000, 33695219, 12152720, 50241960, 17587165, 50310945, 17587165
36270080, 33739814, 12168188, 50248471, 17587165, 50317430, 17587165
36316160, 33783055, 12183640, 50255327, 17587165, 50324312, 17587165
36362240, 33826631, 12199092, 50261274, 17587165, 50331675, 17587165
36408320, 33869536, 12214544, 50267887, 17587165, 50338288, 17587165
36454400, 33912777, 12229996, 50275549, 17587165, 50344534, 17587165
36500480, 33956017, 12245448, 50282609, 17587165, 50350178, 17587165
36546560, 34000598, 12260901, 50289155, 17587165, 50356724, 17587165
36592640, 34045179, 12276353, 50352386, 17587165, 50363012, 17587165
36638720, 34088084, 12291805, 50358537, 17587165, 50370769, 17587165
36684800, 34131325, 12307257, 50364344, 17587165, 50378519, 17587165
36730880, 34174230, 12322709, 50371599, 17587165, 50385294, 17587165
36776960, 34217471, 12338161, 50379151, 17587165, 50391483, 17587165
36823040, 34262737, 12353629, 50386066, 17587165, 50397703, 17587165
36869120, 34307317, 12369081, 50392436, 17587165, 50404480, 17587165
36915200, 34351563, 12384533, 50398706, 17587165, 50411759, 17587165
36961280, 34395473, 12399985, 50404234, 17587165, 50419267, 17587165
37007360, 34439384, 12415438, 50411317, 17587165, 50426143, 17587165
37053440, 34482960, 12430890, 50418860, 17587165, 50431913, 17587165
37099520, 34528210, 12446342, 50424982, 17587165, 50438720, 17587165
37145600, 34573461, 12461794, 50431678, 17587165, 50445106, 17587165
37191680, 34617036, 12477246, 50521761, 17587165, 50452855, 17587165
37237760, 34660947, 12492698, 50527770, 17587165, 50460078, 17587165
37283840, 34704523, 12508151, 50535319, 17587165, 50466334, 17587165
37329920, 34749773, 12523603, 50542093, 17587165, 50472218, 17587165
37376000, 34794689, 12539055, 50548499, 17587165, 50479244, 17587165
37422080, 34838949, 12554522, 50554808, 17587165, 50486294, 17587165
37468160, 34883195, 12569975, 50560277, 17587165, 50493986, 17587165
37514240, 34927106, 12585427, 50567315, 17587165, 50500684, 17587165
37560320, 34970681, 12600879, 50574754, 17587165, 50506981, 17587165
37606400, 35015932, 12616331, 50580930, 17587165, 50513898, 17587165
37652480, 35061182, 12631783, 50587567, 17587165, 50520631, 17587165
37698560, 35104758, 12647235, 50593324, 17587165, 50528662, 17587165
37744640, 35148669, 12662688, 50599310, 17587165, 50536169, 17587165
37790720, 35191909, 12678140, 50606823, 17587165, 50543015, 17587165
